1113100001414,0;
1800100000414,0;
0064100055814,0;
1113700000514,0;
1407500000514,0;
0681200001414,2.2333;
0064100055914,0;
0064100056014,0;
0000500002314,3.0;
0064100056114,0;
0933800001614,1.7666;
2510100002214,0;
1816400007414,1.4;
1507500000314,3.6;
0210000002914,3.6333;
0000900007614,3.8;
0063500002014,3.9;
1210200000514,0;
0064100056214,0;
1810000000314,0;
0611100000314,0;
2012000000914,0;
0673800002314,0;
0001100005714,0.4;
0063500002114,4.0;
0063500002214,4.4;
0001100005814,0.4;
0001000003414,0.0;
0064100056314,0;
0063500002314,0;
0064100056414,0;
0063500002414,0;
0063700007214,0;
0000900007714,8.8667;
0000900007814,8.4751;
0000900007914,3.6;
1857200004714,0;
0673800002414,2.1667;
0000900008014,5.15;
0000900008114,0.2;
0000900008214,5.0444;
0413100001814,5.2;
0610100003914,1.3667;
0000500002414,0;
1816400007514,3.7;
0064100056514,2.3;
0000600004514,0;
0000600004614,-0.8;
0001100005914,1.4;
0000600004714,-0.8;
0000400004614,0.8333;
0064100056614,0;
0000500002514,0.9333;
1132300000614,0.7333;
0610100004014,0.2;
1222000001914,0;
1222000002014,0;
0000700004414,0.7333;
1115100001014,2.4;
0000600004814,2.4;
0610100004114,0.2;
0610100004214,1.0;
0064100056714,0;
0001700004114,-0.2667;
0002000002114,0;
0000400004714,2.1667;
0210000003014,-0.2;
0000500002614,0;
1117100001214,5.6668;
1222000002114,0;
0000400004814,0.0;
0002000002214,7.3333;
1031500001914,1.3667;
0210000003114,9.6;
0001100006014,2.6;
1114100000614,1.8;
1119500000514,1.8;
1115100001114,1.8;
1131200000814,1.8;
1116100001014,1.8;
1117100001314,1.8;
1857500004114,0;
0064100056814,1.2;
0001100006114,3.4;
0001100006214,1.4;
0000700004514,1.4;
0000700004614,1.0;
0611100000414,0;
1225000000714,1.0;
0001600004914,2.6;
0656500000514,0;
0656500000614,0;
0656500000714,0;
0000500002714,-1.0;
3670000000914,19.9525;
0000600004914,0.4;
2510100002314,0;
0001500001414,0;
0000600005014,1.0;
0001100006314,7.6478;
0000600005114,1.0;
0000900008314,0;
0000900008414,0;
1131200000914,1.6;
1119500000614,1.7667;
1114100000714,1.7667;
0819900000614,0;
0610400000714,0.5;
0610400000814,0.5;
0610400000914,0.5;
0918600000414,1.6;
0001100006414,0.4;
1615100000714,1.9111;
0001200009614,0.7273;
0912000001514,0;
0063700007314,0;
2099900000614,2.2333;
0000400004914,0.8;
1219500000714,0;
0000900008514,1.4;
0001700004214,0.4;
0000700004714,0.4;
0001300001014,0.4;
2510100002414,1.1667;
0002000002314,0.7334;
1236000001014,0;
0064100056914,3.975;
0001200009714,16.0222;
1115100001214,4.0;
1114100000814,11.5999;
0000600005214,0.1667;
0000400005014,0.7429;
1611100001014,2.6;
0063700007414,1.1667;
0063700007514,6.419;
0610100004314,1.6667;
0673800002514,1.3667;
0610100004414,4.1667;
1232900000714,0.2;
0063700007614,3.0334;
0064100057014,0;
0063700007714,0;
1126200000514,1.4222;
0000800003214,1.7667;
0064100057114,0;
0001000003514,2.0;
1236000001114,1.2;
0001200009814,1.2;
0210000003214,1.0;
0001200009914,1.0;
1112500000614,0;
0000700004814,0.8333;
0673800002614,1.6;
0000700004914,6.1667;
0063500002514,0;
0064100057214,0;
0063500002614,0;
0064100057314,0.0;
0000700005014,0.2;
0064100057414,0;
2009000000914,-0.2;
1610100002614,0;
0612100000614,0;
1616100000414,0;
0062500000614,0;
1111200001014,1.0;
0000700005114,2.8;
1819100000414,0;
0001300001114,2.8;
0637000000414,0;
1222600001914,0;
1507500000414,0;
1811100000414,0;
1412100000214,0;
1820000000314,0;
1114800000314,0;
0220000000614,0;
0002700006014,0;
2135500000614,0;
1111200001114,0;
2023700000314,0;
2012000001014,0;
1115000000514,-0.2;
0612100000714,0;
1122500000514,0;
0001700004314,0.0;
0416000000414,0;
0064100057514,1.8;
1114100000914,0;
0441000000414,0;
0001600005014,0;
0064100057614,0;
0064100057714,0;
0422000000314,0;
0064100057814,0;
2000100000814,0;
0610100004514,0;
0063700007814,2.3333;
1116300000214,0;
2015000001914,0;
0000800003314,1.0;
1118600000414,0;
0064100057914,0;
1107500000614,0;
1110900000514,0;
1215100020114,1.9666;
1112000000514,0;
0064100058014,0;
0064100058114,0;
0001100006514,0;
1118700000414,0;
0000700005214,2.8;
5312300000414,0;
0001100006614,0;
0064100058214,0;
0064100058314,0;
0000700005314,0;
0064100058414,0;
1215100020214,2.0333;
0064100058514,0;
0000600005314,-0.2;
0064100058614,0;
1119500000714,0;
0064100058714,0;
0064100058814,0;
1010100000414,0;
0064100058914,0;
0064100059014,0;
0064100059114,0;
0918900000414,0;
0064100059214,0.4;
2510100002514,0;
0063500002714,0;
1010200000514,0;
0610100004614,1.0;
0064100059314,0;
0922500000514,0;
0002700006114,0.2;
0833100000514,0;
1610100002714,1.2333;
1857500004214,2.3001;
1510000000514,0;
0064100059414,0;
0002700006214,0;
2028500000814,0;
1410000001014,1.1333;
0431000000514,0;
0001100006714,0;
0001100006814,0;
0656500000814,0;
2106800000614,0;
2136400000614,0;
0001200010014,3.8;
2137200000614,0;
1215100020314,1.9667;
0063700007914,0;
0657100000514,0;
0064100059514,0;
1124900000514,0;
0001600005114,0;
0063500002814,0;
0660000000514,0;
0610000001214,0;
0001100006914,0;
1816400007614,1.1667;
1126200000614,0;
1857600003014,1.3334;
2116000000714,0;
0064100059614,0;
0064100059714,0;
1857200004814,1.7667;
2031200000514,0;
